x                       y                       y1                      y2
0.0000000e+00	   1.9173583e+00	   1.6103744e+00	   7.5099948e+00	
1.0000000e-01	   1.3139421e+00	   3.9280416e+00	   7.8342605e+00	
2.0000000e-01	   3.2950064e+00	   2.8610344e+00	   7.0959870e+00	
3.0000000e-01	   4.6213590e+00	   3.6705223e+00	   7.2412596e+00	
4.0000000e-01	   3.5266414e+00	   5.1769158e+00	   8.7766632e+00	
5.0000000e-01	   5.0020611e+00	   5.0489392e+00	   6.6153557e+00	
6.0000000e-01	   5.3128755e+00	   4.9688199e+00	   8.2776624e+00	
7.0000000e-01	   6.0351409e+00	   6.1411225e+00	   8.9577316e+00	
8.0000000e-01	   6.3055962e+00	   7.5907168e+00	   9.6598258e+00	
9.0000000e-01	   4.8992051e+00	   5.7745526e+00	   8.5315496e+00	
1.0000000e+00	   5.0030369e+00	   5.5097743e+00	   8.3092220e+00	
1.1000000e+00	   6.1800927e+00	   6.1794617e+00	   9.0832318e+00	
1.2000000e+00	   5.7386774e+00	   6.8992516e+00	   1.1419116e+01	
1.3000000e+00	   8.1281010e+00	   7.6941481e+00	   1.2487000e+01	
1.4000000e+00	   8.3270330e+00	   9.4838684e+00	   1.1229147e+01	
1.5000000e+00	   7.3141518e+00	   7.3832453e+00	   1.3565283e+01	
1.6000000e+00	   7.0637165e+00	   1.0286807e+01	   1.2106885e+01	
1.7000000e+00	   8.2734796e+00	   9.8742504e+00	   1.2109717e+01	
1.8000000e+00	   7.3782263e+00	   1.2374062e+01	   1.3452276e+01	
1.9000000e+00	   8.1813114e+00	   1.1060764e+01	   1.4616456e+01	
2.0000000e+00	   8.0476896e+00	   1.2585714e+01	   1.5492915e+01	
2.1000000e+00	   8.9555709e+00	   1.2322399e+01	   1.5913075e+01	
2.2000000e+00	   1.0250163e+01	   1.3280253e+01	   1.5965810e+01	
2.3000000e+00	   1.0136119e+01	   1.4423501e+01	   1.6268945e+01	
2.4000000e+00	   1.0809072e+01	   1.5196674e+01	   1.7058433e+01	
2.5000000e+00	   9.0225830e+00	   1.5662484e+01	   1.7862567e+01	
2.6000000e+00	   1.0388927e+01	   1.8097444e+01	   2.0475893e+01	
2.7000000e+00	   9.4976058e+00	   1.8321093e+01	   2.0681721e+01	
2.8000000e+00	   1.1137610e+01	   2.0447929e+01	   2.0615813e+01	
2.9000000e+00	   1.1350308e+01	   1.9157311e+01	   2.3418209e+01	
3.0000000e+00	   1.2592749e+01	   2.1363069e+01	   2.2948404e+01	
3.1000000e+00	   1.2667496e+01	   1.9079027e+01	   2.5968355e+01	
3.2000000e+00	   1.2493318e+01	   2.2718578e+01	   2.6307030e+01	
3.3000000e+00	   1.1606849e+01	   2.3373388e+01	   2.7680214e+01	
3.4000000e+00	   1.1907757e+01	   2.3569572e+01	   2.7993271e+01	
3.5000000e+00	   1.0604018e+01	   2.5600927e+01	   3.1126780e+01	
3.6000000e+00	   1.2479103e+01	   2.6765036e+01	   3.1827706e+01	
3.7000000e+00	   1.1648039e+01	   2.7922841e+01	   3.3512168e+01	
3.8000000e+00	   1.4400889e+01	   2.8330855e+01	   3.4695594e+01	
3.9000000e+00	   1.4644832e+01	   2.9553961e+01	   3.7306907e+01	
4.0000000e+00	   1.4153007e+01	   2.9340702e+01	   3.7164695e+01	
4.1000000e+00	   1.3908140e+01	   3.0001370e+01	   4.0624091e+01	
4.2000000e+00	   1.4701441e+01	   3.1930760e+01	   4.3416782e+01	
4.3000000e+00	   1.6435243e+01	   3.3506755e+01	   4.4270695e+01	
4.4000000e+00	   1.6451149e+01	   3.5412977e+01	   4.7082800e+01	
4.5000000e+00	   1.4925419e+01	   3.4833342e+01	   4.8349099e+01	
4.6000000e+00	   1.5814100e+01	   3.6316211e+01	   5.1693232e+01	
4.7000000e+00	   1.4797021e+01	   4.0981991e+01	   5.3264556e+01	
4.8000000e+00	   1.6590076e+01	   3.8606760e+01	   5.7514569e+01	
4.9000000e+00	   1.7200236e+01	   4.2391477e+01	   6.0330241e+01	
5.0000000e+00	   1.7633047e+01	   4.2694151e+01	   6.3774731e+01	
